logs/API_methods.log 2025-03-05 03:10:50,891 INFO ФУНКЦИЯ GET_ALL_VIDEOS!!!
logs/API_methods.log 2025-03-05 03:23:42,996 INFO Проблема с комментариями к видео Ирина Хакамада: открытый брак, 4 мужа, молодые любовники и Burning man
logs/API_methods.log 2025-03-05 03:23:42,996 INFO Проблема с комментариями к видео Настя Миронова: как зарабатывать 30 млн в месяц и раздел бизнеса с экс-бойфрендом
logs/API_methods.log 2025-03-05 03:23:42,996 INFO Проблема с комментариями к видео Светлана Бондарчук — про мужей, бывших друзей, дочь, работу и светскую жизнь
logs/API_methods.log 2025-03-05 03:23:42,996 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:43,500 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:43,619 INFO Проблема с комментариями к видео Тина Канделаки: конфликт с Собчак, авария в Ницце, эфир Губерниева и Бузовой и зарплаты футболистов
logs/API_methods.log 2025-03-05 03:23:43,619 INFO Проблема с комментариями к видео Алена Долецкая: «Любая журналистика — это мифотворчество»
logs/API_methods.log 2025-03-05 03:23:43,620 INFO Проблема с комментариями к видео Божена Рынска: светские войны, суд с Белоникой, наследство Игоря, расход с Цейтлиной
logs/API_methods.log 2025-03-05 03:23:43,620 INFO Проблема с комментариями к видео Сергей Шнуров — про «Голос», Собчак, Басту, RTVI и новый имидж
logs/API_methods.log 2025-03-05 03:23:43,620 INFO Проблема с комментариями к видео Татьяна Полякова: правила этикета, дресс-код, сервировка и светские табу
logs/API_methods.log 2025-03-05 03:23:43,620 INFO Проблема с комментариями к видео Алексей Ягудин — о Загитовой, Бузовой, Карпович, Плющенко и романах «Ледникового периода»
logs/API_methods.log 2025-03-05 03:23:43,620 INFO Проблема с комментариями к видео Мода в России: уход брендов, закрытие глянца. Что дальше?
logs/API_methods.log 2025-03-05 03:23:43,620 INFO Проблема с комментариями к видео Егор Дружинин — конфликт с Мигелем, уход из шоу «Танцы», характер Пугачевой, шоу Лободы и Бузовой
logs/API_methods.log 2025-03-05 03:23:43,621 INFO Проблема с комментариями к видео Невероятный Узбекистан: культ свадеб и развод первой красавицы страны
logs/API_methods.log 2025-03-05 03:23:43,621 INFO Проблема с комментариями к видео Пашу: Black Star и уход Тимати, отношения с Джиганом и Кридом, премия МУЗ-ТВ
logs/API_methods.log 2025-03-05 03:23:43,621 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:44,126 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:44,245 INFO Проблема с комментариями к видео Ася Казанцева: почему мы видим мир по-разному? Когнитивные ошибки мозга
logs/API_methods.log 2025-03-05 03:23:44,245 INFO Проблема с комментариями к видео Александр Васильев: закат Европы, победа мусульманской моды, геи в индустрии
logs/API_methods.log 2025-03-05 03:23:44,245 INFO Проблема с комментариями к видео Марк Богатырёв — причины ухода из сериала «Кухня», депрессия и свадьба с Татьяной Арнтгольц
logs/API_methods.log 2025-03-05 03:23:44,245 INFO Проблема с комментариями к видео Ляйсан Утяшева — про Кабаеву, «Прожарку», похудение на 30 кг и самого завидного жениха из Comedy
logs/API_methods.log 2025-03-05 03:23:44,245 INFO Проблема с комментариями к видео Арабист Кузнецов: Россия — второй Иран? Жизнь после санкций. Что ждёт мировую экономику
logs/API_methods.log 2025-03-05 03:23:44,245 INFO Проблема с комментариями к видео Жанна Бадоева: почему мужчины зовут замуж, секреты «Орла и решки» и как попасть на Первый канал
logs/API_methods.log 2025-03-05 03:23:44,245 INFO Проблема с комментариями к видео Сергей Бурунов — про Петрова, Нагиева, Урганта, Деревянко и «комплекс полноценности»
logs/API_methods.log 2025-03-05 03:23:44,245 INFO Проблема с комментариями к видео Павел Деревянко — юмор в сложные времена, полигамия, депрессия и любовь, которая спасёт мир
logs/API_methods.log 2025-03-05 03:23:44,245 INFO Проблема с комментариями к видео Серый кардинал Телеграма Кристина Потупчик: анонимные каналы, фейки, покупка блогеров и Лена Миро
logs/API_methods.log 2025-03-05 03:23:44,245 INFO Проблема с комментариями к видео Артемий Лебедев: госзаказы, пропаганда, 10 детей
logs/API_methods.log 2025-03-05 03:23:44,245 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:44,751 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:44,876 INFO Проблема с комментариями к видео Екатерина Андреева: увольнение и возвращение на Первый канал, реальный возраст, секреты красоты
logs/API_methods.log 2025-03-05 03:23:44,876 INFO Проблема с комментариями к видео Тамара Глоба: что ждёт мир? Астрологический прогноз для всех знаков на 2022
logs/API_methods.log 2025-03-05 03:23:44,876 INFO Проблема с комментариями к видео Специалист по Китаю Николай Вавилов: спасет ли Россию Китай?
logs/API_methods.log 2025-03-05 03:23:44,877 INFO Проблема с комментариями к видео Татьяна Черниговская: как мозг нас обманывает, почему врут честные люди и как прокачать интеллект
logs/API_methods.log 2025-03-05 03:23:44,877 INFO Проблема с комментариями к видео Вероника Сидорова: как жить в новой реальности, страх неизвестности, стыд и агрессия
logs/API_methods.log 2025-03-05 03:23:44,877 INFO Проблема с комментариями к видео Коуч миллиардеров Марина Мелия — о правилах успешных людей, воспитании наследников и вреде шоу Голос
logs/API_methods.log 2025-03-05 03:23:44,877 INFO Проблема с комментариями к видео Юлия Меньшова — про уход с Первого канала, отношения с Максимом Галкиным, черные списки и феминизм
logs/API_methods.log 2025-03-05 03:23:44,877 INFO Проблема с комментариями к видео Николай Цискаридзе: как смотреть балет, понимать искусство, возвращение в Большой
logs/API_methods.log 2025-03-05 03:23:44,877 INFO Проблема с комментариями к видео Кети Топурия: впервые про отца, мужа, отношения с Пугачевой, участниками A’Studio и весь шоу-бизнес
logs/API_methods.log 2025-03-05 03:23:44,877 INFO Проблема с комментариями к видео Александр Рогов — о конфликте с Gucci, о стиле политиков и звёзд, о ссоре с Мирой Думой и Газинской
logs/API_methods.log 2025-03-05 03:23:44,877 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:45,382 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:45,509 INFO Проблема с комментариями к видео Василиса Володина: астрологический прогноз, уход из «Давай поженимся», гороскоп совместимости
logs/API_methods.log 2025-03-05 03:23:45,509 INFO Проблема с комментариями к видео Вопрос Ребром — Николай Василенко
logs/API_methods.log 2025-03-05 03:23:45,509 INFO Проблема с комментариями к видео ГРАНЖ — Сижка тлеет (Official Music Video)
logs/API_methods.log 2025-03-05 03:23:45,509 INFO Проблема с комментариями к видео Баста — Последний рейв (Official Music Video)
logs/API_methods.log 2025-03-05 03:23:45,509 INFO Проблема с комментариями к видео Вопрос Ребром — AcademeG
logs/API_methods.log 2025-03-05 03:23:45,509 INFO Проблема с комментариями к видео Pra(Killa'Gramm), МАКСИ ГРИН — Сделали всё сами (Official Music Video)
logs/API_methods.log 2025-03-05 03:23:45,509 INFO Проблема с комментариями к видео LIL KAVKAZ — Кавказ слезам не верит (Mood Video)
logs/API_methods.log 2025-03-05 03:23:45,510 INFO Проблема с комментариями к видео «Танго на осколках» | Трейлер | С 13 февраля на KION
logs/API_methods.log 2025-03-05 03:23:45,510 INFO Проблема с комментариями к видео Минаева - Золото (mood video)
logs/API_methods.log 2025-03-05 03:23:45,510 INFO Проблема с комментариями к видео ICEGERGERT - Amsterdam
logs/API_methods.log 2025-03-05 03:23:45,510 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:46,012 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:46,123 INFO Проблема с комментариями к видео ГРАНЖ - Вечно молодой | Мгновенье - Жизнь (friday 13: unplugged)
logs/API_methods.log 2025-03-05 03:23:46,123 INFO Проблема с комментариями к видео Vasilisa the Crybaby - Стекая по твоим желаниям
logs/API_methods.log 2025-03-05 03:23:46,123 INFO Проблема с комментариями к видео Polovinka, Гуляй Рванина - Найду тебя
logs/API_methods.log 2025-03-05 03:23:46,123 INFO Проблема с комментариями к видео Минаева - Ключи
logs/API_methods.log 2025-03-05 03:23:46,123 INFO Проблема с комментариями к видео Минаева - В танце танцуют двое
logs/API_methods.log 2025-03-05 03:23:46,123 INFO Проблема с комментариями к видео Минаева - Больше, чем сильно
logs/API_methods.log 2025-03-05 03:23:46,124 INFO Проблема с комментариями к видео Минаева - Эти цветы так кстати
logs/API_methods.log 2025-03-05 03:23:46,124 INFO Проблема с комментариями к видео Минаева - Фонари
logs/API_methods.log 2025-03-05 03:23:46,124 INFO Проблема с комментариями к видео Минаева - Золото
logs/API_methods.log 2025-03-05 03:23:46,124 INFO Проблема с комментариями к видео Минаева - Расплываюсь
logs/API_methods.log 2025-03-05 03:23:46,124 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:46,628 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:46,781 INFO Проблема с комментариями к видео Минаева - Фонари (mood video)
logs/API_methods.log 2025-03-05 03:23:46,781 INFO Проблема с комментариями к видео Минаева - Ключи
logs/API_methods.log 2025-03-05 03:23:46,781 INFO Проблема с комментариями к видео Минаева - В танце танцуют двое
logs/API_methods.log 2025-03-05 03:23:46,781 INFO Проблема с комментариями к видео Минаева - Больше, чем сильно
logs/API_methods.log 2025-03-05 03:23:46,782 INFO Проблема с комментариями к видео Минаева - Эти цветы так кстати
logs/API_methods.log 2025-03-05 03:23:46,782 INFO Проблема с комментариями к видео Минаева - Фонари
logs/API_methods.log 2025-03-05 03:23:46,782 INFO Проблема с комментариями к видео Минаева - Золото
logs/API_methods.log 2025-03-05 03:23:46,782 INFO Проблема с комментариями к видео Минаева - Расплываюсь
logs/API_methods.log 2025-03-05 03:23:46,782 INFO Проблема с комментариями к видео Levandowskiy - Удивить тебя
logs/API_methods.log 2025-03-05 03:23:46,782 INFO Проблема с комментариями к видео Krillaz -  Рассветы
logs/API_methods.log 2025-03-05 03:23:46,782 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:47,283 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:47,410 INFO Проблема с комментариями к видео Олег Груз, DJ Puza TGK - Бывает
logs/API_methods.log 2025-03-05 03:23:47,410 INFO Проблема с комментариями к видео МУЗ.ЛИТ: Mirèle - Приятное [Live]
logs/API_methods.log 2025-03-05 03:23:47,411 INFO Проблема с комментариями к видео Минаева - Эти цветы так кстати
logs/API_methods.log 2025-03-05 03:23:47,411 INFO Проблема с комментариями к видео LUCAVEROS - На ощупь
logs/API_methods.log 2025-03-05 03:23:47,411 INFO Проблема с комментариями к видео The OM - Сумасшедшая жизнь
logs/API_methods.log 2025-03-05 03:23:47,411 INFO Проблема с комментариями к видео Дэкой, Саша Ган - Дома
logs/API_methods.log 2025-03-05 03:23:47,411 INFO Проблема с комментариями к видео Baho Khabi - Не зови
logs/API_methods.log 2025-03-05 03:23:47,411 INFO Проблема с комментариями к видео Макс Дома - Волнами (Synth Version)
logs/API_methods.log 2025-03-05 03:23:47,411 INFO Проблема с комментариями к видео Баста, Ольга Серябкина - Ветер дорог
logs/API_methods.log 2025-03-05 03:23:47,411 INFO Проблема с комментариями к видео МУЗ.ЛИТ: By Индия - люби меня так [Live]
logs/API_methods.log 2025-03-05 03:23:47,411 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:47,916 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:48,049 INFO Проблема с комментариями к видео KISO - Красивый
logs/API_methods.log 2025-03-05 03:23:48,049 INFO Проблема с комментариями к видео МУЗ.ЛИТ: Январский блюз - Пластырь [Live]
logs/API_methods.log 2025-03-05 03:23:48,049 INFO Проблема с комментариями к видео Baby Cute - christmas night (Mood Video)
logs/API_methods.log 2025-03-05 03:23:48,049 INFO Проблема с комментариями к видео GAZ 2024
logs/API_methods.log 2025-03-05 03:23:48,049 INFO Проблема с комментариями к видео МУЗ.ЛИТ: ICEGERGERT - Her loss [Live]
logs/API_methods.log 2025-03-05 03:23:48,049 INFO Проблема с комментариями к видео МУЗ.ЛИТ: Антон Токарев - Ночь [Live]
logs/API_methods.log 2025-03-05 03:23:48,050 INFO Проблема с комментариями к видео Вы писали, мы читаем
logs/API_methods.log 2025-03-05 03:23:48,050 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - Плот
logs/API_methods.log 2025-03-05 03:23:48,050 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - Не Гони
logs/API_methods.log 2025-03-05 03:23:48,050 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - Токсик
logs/API_methods.log 2025-03-05 03:23:48,050 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:48,550 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:48,666 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - Перст
logs/API_methods.log 2025-03-05 03:23:48,666 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - Щи
logs/API_methods.log 2025-03-05 03:23:48,666 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - Выбор
logs/API_methods.log 2025-03-05 03:23:48,666 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - Свое Чужое
logs/API_methods.log 2025-03-05 03:23:48,666 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - АртХаус
logs/API_methods.log 2025-03-05 03:23:48,666 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - Не Мы
logs/API_methods.log 2025-03-05 03:23:48,666 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - Дзен
logs/API_methods.log 2025-03-05 03:23:48,667 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - Всех благ
logs/API_methods.log 2025-03-05 03:23:48,667 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - Бывает
logs/API_methods.log 2025-03-05 03:23:48,667 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - Вечер Поэтический
logs/API_methods.log 2025-03-05 03:23:48,667 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:49,170 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:49,289 INFO Проблема с комментариями к видео Олег Груз, Dj Puza TGK - Жизнь, здравствуй!
logs/API_methods.log 2025-03-05 03:23:49,290 INFO Проблема с комментариями к видео Polovinka - LIVE
logs/API_methods.log 2025-03-05 03:23:49,290 INFO Проблема с комментариями к видео Токсики Ребром
logs/API_methods.log 2025-03-05 03:23:49,290 INFO Проблема с комментариями к видео МУЗ.ЛИТ: Минаева - Шоколадка [Live]
logs/API_methods.log 2025-03-05 03:23:49,290 INFO Проблема с комментариями к видео Baby Cute - XOXO (Mood Video)
logs/API_methods.log 2025-03-05 03:23:49,290 INFO Проблема с комментариями к видео Baby Cute - XOXO
logs/API_methods.log 2025-03-05 03:23:49,290 INFO Проблема с комментариями к видео Baby Cute - christmas night
logs/API_methods.log 2025-03-05 03:23:49,290 INFO Проблема с комментариями к видео KOMMO - Тают
logs/API_methods.log 2025-03-05 03:23:49,290 INFO Проблема с комментариями к видео Polovinka - ПОРА ПРОЩАТЬСЯ
logs/API_methods.log 2025-03-05 03:23:49,290 INFO Проблема с комментариями к видео Дэкой - Батя
logs/API_methods.log 2025-03-05 03:23:49,290 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:49,796 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:49,910 INFO Проблема с комментариями к видео Макс Дома - Волнами
logs/API_methods.log 2025-03-05 03:23:49,910 INFO Проблема с комментариями к видео Георгий Русских - Мгновенье - Жизнь
logs/API_methods.log 2025-03-05 03:23:49,911 INFO Проблема с комментариями к видео C4 ft. ICEGERGERT - G-CODE
logs/API_methods.log 2025-03-05 03:23:49,911 INFO Проблема с комментариями к видео Вопрос Ребром - Паша Техник 2
logs/API_methods.log 2025-03-05 03:23:49,911 INFO Проблема с комментариями к видео Вадяра Блюз - РОДИНЫ
logs/API_methods.log 2025-03-05 03:23:49,911 INFO Проблема с комментариями к видео МАКСИ ГРИН, С4, erni beats, 3 КОТА - Russian Gangsta Paradise
logs/API_methods.log 2025-03-05 03:23:49,911 INFO Проблема с комментариями к видео семь дней - ты
logs/API_methods.log 2025-03-05 03:23:49,911 INFO Проблема с комментариями к видео Георгий Русских - Мгновенье - Жизнь
logs/API_methods.log 2025-03-05 03:23:49,911 INFO Проблема с комментариями к видео C4, SEEMEE - TO THE TOP
logs/API_methods.log 2025-03-05 03:23:49,911 INFO Проблема с комментариями к видео C4, TONY SANTANA - FOCUS
logs/API_methods.log 2025-03-05 03:23:49,911 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:50,412 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:50,535 INFO Проблема с комментариями к видео C4, D4P - ALL IN
logs/API_methods.log 2025-03-05 03:23:50,535 INFO Проблема с комментариями к видео C4 - ЗАМОК
logs/API_methods.log 2025-03-05 03:23:50,535 INFO Проблема с комментариями к видео C4, BANG OG - NO CAP
logs/API_methods.log 2025-03-05 03:23:50,535 INFO Проблема с комментариями к видео C4 - БЕЗ LOGO
logs/API_methods.log 2025-03-05 03:23:50,535 INFO Проблема с комментариями к видео C4, ICEGERGERT - G CODE
logs/API_methods.log 2025-03-05 03:23:50,535 INFO Проблема с комментариями к видео C4, Экси - VANISH
logs/API_methods.log 2025-03-05 03:23:50,535 INFO Проблема с комментариями к видео C4, A-This - BIG FOOT
logs/API_methods.log 2025-03-05 03:23:50,535 INFO Проблема с комментариями к видео C4 - АЛБАНЕЦ
logs/API_methods.log 2025-03-05 03:23:50,535 INFO Проблема с комментариями к видео МУЗ.ЛИТ: Merab Amzoevi - Были бы крылья [Live]
logs/API_methods.log 2025-03-05 03:23:50,536 INFO Проблема с комментариями к видео OG MINAY - Это было давно
logs/API_methods.log 2025-03-05 03:23:50,536 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:51,037 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:51,143 INFO Проблема с комментариями к видео KISO - Хорошо
logs/API_methods.log 2025-03-05 03:23:51,143 INFO Проблема с комментариями к видео Baby Cute - A Cute Chaotic Trail (Album teaser)
logs/API_methods.log 2025-03-05 03:23:51,143 INFO Проблема с комментариями к видео Вопрос Ребром - Ксения Бородина
logs/API_methods.log 2025-03-05 03:23:51,143 INFO Проблема с комментариями к видео LIL KAVKAZ - С чистого листа
logs/API_methods.log 2025-03-05 03:23:51,143 INFO Проблема с комментариями к видео Вы писали, мы читаем
logs/API_methods.log 2025-03-05 03:23:51,143 INFO Проблема с комментариями к видео МУЗ.ЛИТ: Асия - Как ты там [Live]
logs/API_methods.log 2025-03-05 03:23:51,143 INFO Проблема с комментариями к видео ГРАНЖ - Вандал (Live on the Roof)
logs/API_methods.log 2025-03-05 03:23:51,143 INFO Проблема с комментариями к видео Вопрос Ребром - Рома Зверь
logs/API_methods.log 2025-03-05 03:23:51,143 INFO Проблема с комментариями к видео МУЗ.ЛИТ: KISO - Гитара [Live]
logs/API_methods.log 2025-03-05 03:23:51,144 INFO Проблема с комментариями к видео МУЗ.ЛИТ: ZOLOTO - Осенний пожар [Live]
logs/API_methods.log 2025-03-05 03:23:51,144 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:51,648 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:51,770 INFO Проблема с комментариями к видео Вопрос Ребром - Люся Чеботина
logs/API_methods.log 2025-03-05 03:23:51,770 INFO Проблема с комментариями к видео OG MINAY, LIL KAVKAZ - Бизнес+
logs/API_methods.log 2025-03-05 03:23:51,770 INFO Проблема с комментариями к видео МУЗ.ЛИТ: Тося Чайкина - для к. [Live]
logs/API_methods.log 2025-03-05 03:23:51,770 INFO Проблема с комментариями к видео FULLJOY - Waterfall
logs/API_methods.log 2025-03-05 03:23:51,771 INFO Проблема с комментариями к видео Povar - Lose Your Mind
logs/API_methods.log 2025-03-05 03:23:51,771 INFO Проблема с комментариями к видео сutted files - Lighter
logs/API_methods.log 2025-03-05 03:23:51,771 INFO Проблема с комментариями к видео 21HP - Don't Get
logs/API_methods.log 2025-03-05 03:23:51,771 INFO Проблема с комментариями к видео s2piid - U2
logs/API_methods.log 2025-03-05 03:23:51,771 INFO Проблема с комментариями к видео poliqpoliq - Room Slapback
logs/API_methods.log 2025-03-05 03:23:51,771 INFO Проблема с комментариями к видео The Melncholy - Goosebumps
logs/API_methods.log 2025-03-05 03:23:51,771 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:52,276 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:52,398 INFO Проблема с комментариями к видео Torsman - Steguyz
logs/API_methods.log 2025-03-05 03:23:52,398 INFO Проблема с комментариями к видео Blanc Mesa, beeetlejjuice - for ur love
logs/API_methods.log 2025-03-05 03:23:52,399 INFO Проблема с комментариями к видео Gapto Fobia - Need it
logs/API_methods.log 2025-03-05 03:23:52,399 INFO Проблема с комментариями к видео Baby Cute - Универ (MONO SHOW)
logs/API_methods.log 2025-03-05 03:23:52,399 INFO Проблема с комментариями к видео The Om, Sisl, Белый - Совсем
logs/API_methods.log 2025-03-05 03:23:52,399 INFO Проблема с комментариями к видео Polovinka - Увези меня
logs/API_methods.log 2025-03-05 03:23:52,399 INFO Проблема с комментариями к видео OG MINAY - Все взгляды
logs/API_methods.log 2025-03-05 03:23:52,399 INFO Проблема с комментариями к видео Baho Khabi - Беруши
logs/API_methods.log 2025-03-05 03:23:52,399 INFO Проблема с комментариями к видео Дэкой feat. BOULANCURD - Чёрный день
logs/API_methods.log 2025-03-05 03:23:52,399 INFO Проблема с комментариями к видео Дэкой - 3940
logs/API_methods.log 2025-03-05 03:23:52,399 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:52,901 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:53,014 INFO Проблема с комментариями к видео Дэкой - Ковёр
logs/API_methods.log 2025-03-05 03:23:53,015 INFO Проблема с комментариями к видео Дэкой - Совок
logs/API_methods.log 2025-03-05 03:23:53,015 INFO Проблема с комментариями к видео Дэкой - За семью
logs/API_methods.log 2025-03-05 03:23:53,015 INFO Проблема с комментариями к видео Дэкой - Где родился
logs/API_methods.log 2025-03-05 03:23:53,015 INFO Проблема с комментариями к видео Дэкой - Роддом
logs/API_methods.log 2025-03-05 03:23:53,015 INFO Проблема с комментариями к видео N1NT3ND0 - PUSSY GANG
logs/API_methods.log 2025-03-05 03:23:53,015 INFO Проблема с комментариями к видео KOMMO - Я не боюсь быть один
logs/API_methods.log 2025-03-05 03:23:53,015 INFO Проблема с комментариями к видео Дэкой - Коммуналка (22.11.24)
logs/API_methods.log 2025-03-05 03:23:53,015 INFO Проблема с комментариями к видео N1NT3ND0 – ФИНАЛ
logs/API_methods.log 2025-03-05 03:23:53,015 INFO Проблема с комментариями к видео Polovinka - Города (Live)
logs/API_methods.log 2025-03-05 03:23:53,016 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:53,518 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:53,634 INFO Проблема с комментариями к видео ГРАНЖ - Вандал
logs/API_methods.log 2025-03-05 03:23:53,634 INFO Проблема с комментариями к видео N1NT3ND0 - ФИНАЛ
logs/API_methods.log 2025-03-05 03:23:53,634 INFO Проблема с комментариями к видео N1NT3ND0, Баста - СОВМЕСТКА
logs/API_methods.log 2025-03-05 03:23:53,634 INFO Проблема с комментариями к видео N1NT3ND0 - СУЕТА
logs/API_methods.log 2025-03-05 03:23:53,634 INFO Проблема с комментариями к видео N1NT3ND0 - ТРИ КИТА
logs/API_methods.log 2025-03-05 03:23:53,635 INFO Проблема с комментариями к видео N1NT3ND0 - РУССКИЙ ФОРСАЖ
logs/API_methods.log 2025-03-05 03:23:53,635 INFO Проблема с комментариями к видео N1NT3ND0 - КРЫЛАТЫЕ КАЧЕЛИ
logs/API_methods.log 2025-03-05 03:23:53,635 INFO Проблема с комментариями к видео N1NT3ND0 - ОТЖИМ
logs/API_methods.log 2025-03-05 03:23:53,635 INFO Проблема с комментариями к видео N1NT3ND0 - ЧЕРНЫЕ РЕЙДЕРЫ
logs/API_methods.log 2025-03-05 03:23:53,635 INFO Проблема с комментариями к видео N1NT3ND0 - АБОНЕНТ НЕ ДОСТУПЕН
logs/API_methods.log 2025-03-05 03:23:53,635 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:54,140 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:54,254 INFO Проблема с комментариями к видео N1NT3ND0 - BYE BYE
logs/API_methods.log 2025-03-05 03:23:54,254 INFO Проблема с комментариями к видео N1NT3ND0 - РОСТОВСКИЕ ЯНКИ
logs/API_methods.log 2025-03-05 03:23:54,254 INFO Проблема с комментариями к видео N1NT3ND0, Брутто - ТОСТ ЗА РЕБЯТ
logs/API_methods.log 2025-03-05 03:23:54,254 INFO Проблема с комментариями к видео N1NT3ND0 - ПРИКЛЮЧЕНИЯ ЭЛЕКТРОНИКА
logs/API_methods.log 2025-03-05 03:23:54,254 INFO Проблема с комментариями к видео N1NT3ND0 - PUSSY GANG
logs/API_methods.log 2025-03-05 03:23:54,254 INFO Проблема с комментариями к видео N1NT3ND0, Брутто – Тост за ребят
logs/API_methods.log 2025-03-05 03:23:54,254 INFO Проблема с комментариями к видео Баста, LYRIQ - Пальма де Майорка
logs/API_methods.log 2025-03-05 03:23:54,254 INFO Проблема с комментариями к видео The OM - Рислинг (MONO SHOW)
logs/API_methods.log 2025-03-05 03:23:54,255 INFO Проблема с комментариями к видео Баста - Про бабки
logs/API_methods.log 2025-03-05 03:23:54,255 INFO Проблема с комментариями к видео Баста - Про бабки
logs/API_methods.log 2025-03-05 03:23:54,255 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:54,759 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:54,878 INFO Проблема с комментариями к видео семь дней - runaway
logs/API_methods.log 2025-03-05 03:23:54,878 INFO Проблема с комментариями к видео ICEGERGERT - Amsterdam (prod by faw rifa, karnicero)
logs/API_methods.log 2025-03-05 03:23:54,878 INFO Проблема с комментариями к видео ICEGERGERT - Omega (prod by ridah)
logs/API_methods.log 2025-03-05 03:23:54,879 INFO Проблема с комментариями к видео ICEGERGERT - Аритмия (prod by giovani, Frontyard)
logs/API_methods.log 2025-03-05 03:23:54,879 INFO Проблема с комментариями к видео ICEGERGERT - Casino (prod by eightlone)
logs/API_methods.log 2025-03-05 03:23:54,879 INFO Проблема с комментариями к видео Дэкой, Bro Upgrade - Погремушки
logs/API_methods.log 2025-03-05 03:23:54,879 INFO Проблема с комментариями к видео Kristina Si, Dopefisher - bye bye
