web-scraper-order,web-scraper-start-url,show,show-href,title,channel,views,comments,ad_links,ad_links-href
"1740706233-221","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","03:38","https://vkvideo.ru/video-211220744_456239388?t=0h3m38s"
"1740706233-222","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","07:14","https://vkvideo.ru/video-211220744_456239388?t=0h7m14s"
"1740706233-223","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","08:23","https://vkvideo.ru/video-211220744_456239388?t=0h8m23s"
"1740706233-224","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","09:12","https://vkvideo.ru/video-211220744_456239388?t=0h9m12s"
"1740706233-225","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","10:41","https://vkvideo.ru/video-211220744_456239388?t=0h10m41s"
"1740706233-226","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","14:18","https://vkvideo.ru/video-211220744_456239388?t=0h14m18s"
"1740706233-227","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","17:14","https://vkvideo.ru/video-211220744_456239388?t=0h17m14s"
"1740706233-228","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","19:56","https://vkvideo.ru/video-211220744_456239388?t=0h19m56s"
"1740706233-229","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","21:20","https://vkvideo.ru/video-211220744_456239388?t=0h21m20s"
"1740706233-230","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","27:47","https://vkvideo.ru/video-211220744_456239388?t=0h27m47s"
"1740706233-231","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","29:34","https://vkvideo.ru/video-211220744_456239388?t=0h29m34s"
"1740706233-232","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","30:43","https://vkvideo.ru/video-211220744_456239388?t=0h30m43s"
"1740706233-233","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","31:10","https://vkvideo.ru/video-211220744_456239388?t=0h31m10s"
"1740706233-234","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","33:02","https://vkvideo.ru/video-211220744_456239388?t=0h33m2s"
"1740706233-235","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","34:03","https://vkvideo.ru/video-211220744_456239388?t=0h34m3s"
"1740706233-236","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","35:05","https://vkvideo.ru/video-211220744_456239388?t=0h35m5s"
"1740706233-237","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","35:54","https://vkvideo.ru/video-211220744_456239388?t=0h35m54s"
"1740706233-238","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","38:31","https://vkvideo.ru/video-211220744_456239388?t=0h38m31s"
"1740706233-239","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","41:56","https://vkvideo.ru/video-211220744_456239388?t=0h41m56s"
"1740706233-240","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","42:25","https://vkvideo.ru/video-211220744_456239388?t=0h42m25s"
"1740706233-241","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","43:52","https://vkvideo.ru/video-211220744_456239388?t=0h43m52s"
"1740706233-242","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","45:03","https://vkvideo.ru/video-211220744_456239388?t=0h45m3s"
"1740706233-243","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","46:30","https://vkvideo.ru/video-211220744_456239388?t=0h46m30s"
"1740706233-244","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","47:05","https://vkvideo.ru/video-211220744_456239388?t=0h47m5s"
"1740706233-245","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","48:41","https://vkvideo.ru/video-211220744_456239388?t=0h48m41s"
"1740706233-246","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","49:38","https://vkvideo.ru/video-211220744_456239388?t=0h49m38s"
"1740706233-247","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","50:26","https://vkvideo.ru/video-211220744_456239388?t=0h50m26s"
"1740706233-248","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","51:47","https://vkvideo.ru/video-211220744_456239388?t=0h51m47s"
"1740706233-249","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","52:20","https://vkvideo.ru/video-211220744_456239388?t=0h52m20s"
"1740706233-250","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","53:43","https://vkvideo.ru/video-211220744_456239388?t=0h53m43s"
"1740706233-251","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","55:28","https://vkvideo.ru/video-211220744_456239388?t=0h55m28s"
"1740706233-252","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","57:11","https://vkvideo.ru/video-211220744_456239388?t=0h57m11s"
"1740706233-253","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:01:38","https://vkvideo.ru/video-211220744_456239388?t=1h1m38s"
"1740706233-254","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:02:22","https://vkvideo.ru/video-211220744_456239388?t=1h2m22s"
"1740706233-255","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:04:08","https://vkvideo.ru/video-211220744_456239388?t=1h4m8s"
"1740706233-256","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:05:14","https://vkvideo.ru/video-211220744_456239388?t=1h5m14s"
"1740706233-257","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:05:52","https://vkvideo.ru/video-211220744_456239388?t=1h5m52s"
"1740706233-258","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:07:53","https://vkvideo.ru/video-211220744_456239388?t=1h7m53s"
"1740706233-259","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:08:04","https://vkvideo.ru/video-211220744_456239388?t=1h8m4s"
"1740706233-260","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:09:21","https://vkvideo.ru/video-211220744_456239388?t=1h9m21s"
"1740706233-261","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:10:14","https://vkvideo.ru/video-211220744_456239388?t=1h10m14s"
"1740706233-262","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:10:27","https://vkvideo.ru/video-211220744_456239388?t=1h10m27s"
"1740706233-263","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:11:51","https://vkvideo.ru/video-211220744_456239388?t=1h11m51s"
"1740706233-264","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:13:51","https://vkvideo.ru/video-211220744_456239388?t=1h13m51s"
"1740706233-265","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:14:20","https://vkvideo.ru/video-211220744_456239388?t=1h14m20s"
"1740706233-266","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:19:07","https://vkvideo.ru/video-211220744_456239388?t=1h19m7s"
"1740706233-267","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:20:40","https://vkvideo.ru/video-211220744_456239388?t=1h20m40s"
"1740706233-268","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:21:50","https://vkvideo.ru/video-211220744_456239388?t=1h21m50s"
"1740706233-269","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:25:53","https://vkvideo.ru/video-211220744_456239388?t=1h25m53s"
"1740706233-270","https://vkvideo.ru/trends","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","https://vkvideo.ru/video-211220744_456239388","Дмитрий Шепелев — впервые про Жанну Фриске, уход с Первого канала и новую жизнь","Стрелец-Молодец","1,1 млн просмотров·2 дня назад","","01:27:23","https://vkvideo.ru/video-211220744_456239388?t=1h27m23s"
"1740706239-271","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","Мария,  не одна! Я его вообще как колыбельную включаю","",""
"1740706239-272","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","здрасце голову покрасце.","",""
"1740706239-273","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","Артемий красава, про бейсбол я тоже слышал, но нахер поправлять, ведь кому надо, тот понял!)","",""
"1740706239-274","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","00:00","https://vkvideo.ru/video-211437014_456245789?t=0h0m0s"
"1740706239-275","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","01:00","https://vkvideo.ru/video-211437014_456245789?t=0h1m0s"
"1740706239-276","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","05:33","https://vkvideo.ru/video-211437014_456245789?t=0h5m33s"
"1740706239-277","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","05:59","https://vkvideo.ru/video-211437014_456245789?t=0h5m59s"
"1740706239-278","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","06:28","https://vkvideo.ru/video-211437014_456245789?t=0h6m28s"
"1740706239-279","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","06:58","https://vkvideo.ru/video-211437014_456245789?t=0h6m58s"
"1740706239-280","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","07:32","https://vkvideo.ru/video-211437014_456245789?t=0h7m32s"
"1740706239-281","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","07:45","https://vkvideo.ru/video-211437014_456245789?t=0h7m45s"
"1740706239-282","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","09:27","https://vkvideo.ru/video-211437014_456245789?t=0h9m27s"
"1740706239-283","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","09:47","https://vkvideo.ru/video-211437014_456245789?t=0h9m47s"
"1740706239-284","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","10:31","https://vkvideo.ru/video-211437014_456245789?t=0h10m31s"
"1740706239-285","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","10:50","https://vkvideo.ru/video-211437014_456245789?t=0h10m50s"
"1740706239-286","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","11:36","https://vkvideo.ru/video-211437014_456245789?t=0h11m36s"
"1740706239-287","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","12:07","https://vkvideo.ru/video-211437014_456245789?t=0h12m7s"
"1740706239-288","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","12:37","https://vkvideo.ru/video-211437014_456245789?t=0h12m37s"
"1740706239-289","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","13:19","https://vkvideo.ru/video-211437014_456245789?t=0h13m19s"
"1740706239-290","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","13:59","https://vkvideo.ru/video-211437014_456245789?t=0h13m59s"
"1740706239-291","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","14:55","https://vkvideo.ru/video-211437014_456245789?t=0h14m55s"
"1740706239-292","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","15:07","https://vkvideo.ru/video-211437014_456245789?t=0h15m7s"
"1740706239-293","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","15:19","https://vkvideo.ru/video-211437014_456245789?t=0h15m19s"
